Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
6933,CA-2015-164182,14/07/2015,18/07/2015,Standard Class,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,23.988
5510,US-2018-152569,15/05/2018,20/05/2018,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.704
2002,CA-2018-166128,11/04/2018,18/04/2018,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104.0,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86
886,CA-2016-143602,25/04/2016,28/04/2016,Second Class,JS-15595,Jill Stevenson,Corporate,United States,Los Angeles,California,90045.0,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,13.944
870,CA-2017-158099,03/09/2017,05/09/2017,First Class,PK-18910,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47
5721,CA-2016-138674,14/11/2016,17/11/2016,First Class,KB-16585,Ken Black,Corporate,United States,Springfield,Oregon,97477.0,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72
357,CA-2017-138520,08/04/2017,13/04/2017,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04
9708,CA-2017-161746,21/10/2017,27/10/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39
5452,US-2015-119081,12/09/2015,19/09/2015,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,Kansas,66062.0,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56
7832,CA-2016-137302,26/04/2016,01/05/2016,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105.0,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352
7363,CA-2017-163594,12/04/2017,14/04/2017,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036.0,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624
1276,CA-2017-119186,26/05/2017,26/05/2017,Same Day,MS-17710,Maurice Satty,Consumer,United States,Fort Worth,Texas,76106.0,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352
1891,CA-2015-157623,14/03/2015,18/03/2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.0,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56
8510,CA-2016-135853,11/12/2016,14/12/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99
8971,CA-2018-157469,02/12/2018,07/12/2018,Standard Class,ES-14080,Erin Smith,Corporate,United States,Lakewood,Ohio,44107.0,East,TEC-PH-10004531,Technology,Phones,AT&T CL2909,151.188
8998,CA-2018-122763,20/03/2018,20/03/2018,Same Day,HG-14845,Harry Greene,Consumer,United States,Houston,Texas,77041.0,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,56.704
3564,CA-2018-109757,04/09/2018,09/09/2018,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312.0,East,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",11.52
5788,CA-2018-141117,02/10/2018,08/10/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,97477.0,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,95.144
4959,CA-2016-127607,20/03/2016,26/03/2016,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007.0,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864
7926,CA-2017-125843,13/08/2017,16/08/2017,First Class,RF-19840,Roy Französisch,Consumer,United States,Springfield,Virginia,22153.0,South,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6
2381,CA-2017-118052,06/05/2017,10/05/2017,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052.0,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568
3824,CA-2016-140984,14/09/2016,18/09/2016,Standard Class,CC-12685,Craig Carroll,Consumer,United States,New York City,New York,10011.0,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,991.2
8146,US-2015-112949,20/06/2015,27/06/2015,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Lawton,Oklahoma,73505.0,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,471.9
9749,US-2015-140914,11/11/2015,15/11/2015,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Chicago,Illinois,60653.0,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944
3307,CA-2015-104738,30/12/2015,01/01/2016,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041.0,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776
493,CA-2015-113362,14/09/2015,19/09/2015,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609.0,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07
3500,CA-2017-108616,29/09/2017,03/10/2017,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,36608.0,South,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97
6638,CA-2018-103352,27/11/2018,30/11/2018,Second Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,6.99
1117,CA-2017-144855,22/07/2017,24/07/2017,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3
5638,CA-2018-113208,26/03/2018,02/04/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Dearborn,Michigan,48126.0,Central,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",60.84
8595,CA-2018-159667,09/11/2018,13/11/2018,Standard Class,PM-19135,Peter McVee,Home Office,United States,Jacksonville,Florida,32216.0,South,TEC-PH-10004094,Technology,Phones,Motorola L703CM,499.168
9669,CA-2017-126270,23/04/2017,27/04/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,San Clemente,California,92672.0,West,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",71.97
8596,CA-2015-111934,05/05/2015,07/05/2015,First Class,GD-14590,Giulietta Dortch,Corporate,United States,Arlington,Virginia,22204.0,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,11.88
6865,US-2017-126452,21/08/2017,28/08/2017,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004.0,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,12.672
7901,CA-2018-128363,13/08/2018,18/08/2018,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,1.584
7612,US-2016-130491,08/02/2016,11/02/2016,First Class,BH-11710,Brosina Hoffman,Consumer,United States,Garden City,Kansas,67846.0,Central,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",9.54
3646,CA-2015-156594,20/12/2015,23/12/2015,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008.0,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12
2501,CA-2018-131618,17/06/2018,20/06/2018,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076.0,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224
5678,CA-2015-126802,29/12/2015,05/01/2016,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,38.976
5242,CA-2017-110730,23/09/2017,26/09/2017,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,98115.0,West,OFF-SU-10004737,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,13.68
8969,CA-2015-166730,30/12/2015,01/01/2016,First Class,DD-13570,Dorothy Dickinson,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,39.128
2784,US-2017-106677,05/11/2017,10/11/2017,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988
3810,CA-2016-113628,12/11/2016,19/11/2016,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317.0,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92
6334,CA-2015-167927,20/01/2015,26/01/2015,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185.0,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7
8470,US-2018-132031,23/04/2018,27/04/2018,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042.0,South,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.136
